timestamp,missing_items,snapshot
2026-03-31T18:50:04.502581,vest,snapshots\violation_20260331_185004_vest.jpg
2026-03-31T18:50:04.635349,"helmet,vest",snapshots\violation_20260331_185004_helmet_vest.jpg
2026-03-31T18:50:04.761272,"helmet,vest",snapshots\violation_20260331_185004_helmet_vest.jpg
2026-03-31T18:50:04.890190,vest,snapshots\violation_20260331_185004_vest.jpg
2026-03-31T18:50:05.018182,"helmet,vest",snapshots\violation_20260331_185005_helmet_vest.jpg
2026-03-31T18:50:05.153550,"helmet,vest",snapshots\violation_20260331_185005_helmet_vest.jpg
2026-03-31T18:50:05.282703,"helmet,vest",snapshots\violation_20260331_185005_helmet_vest.jpg
2026-03-31T18:50:05.405309,"helmet,vest",snapshots\violation_20260331_185005_helmet_vest.jpg
2026-03-31T18:50:05.538184,"helmet,vest",snapshots\violation_20260331_185005_helmet_vest.jpg
2026-03-31T18:50:05.673500,"helmet,vest",snapshots\violation_20260331_185005_helmet_vest.jpg
2026-03-31T18:50:05.807374,"helmet,vest",snapshots\violation_20260331_185005_helmet_vest.jpg
2026-03-31T18:50:05.934165,"helmet,vest",snapshots\violation_20260331_185005_helmet_vest.jpg
2026-03-31T18:50:06.061378,"helmet,vest",snapshots\violation_20260331_185006_helmet_vest.jpg
2026-03-31T18:50:06.199834,"helmet,vest",snapshots\violation_20260331_185006_helmet_vest.jpg
2026-03-31T18:50:06.332249,vest,snapshots\violation_20260331_185006_vest.jpg
2026-03-31T18:50:06.462928,"helmet,vest",snapshots\violation_20260331_185006_helmet_vest.jpg
2026-03-31T18:50:06.590611,"helmet,vest",snapshots\violation_20260331_185006_helmet_vest.jpg
2026-03-31T18:50:06.726693,"helmet,vest",snapshots\violation_20260331_185006_helmet_vest.jpg
2026-03-31T18:50:06.854558,"helmet,vest",snapshots\violation_20260331_185006_helmet_vest.jpg
2026-03-31T18:50:06.977976,"helmet,vest",snapshots\violation_20260331_185006_helmet_vest.jpg
2026-03-31T18:50:07.112640,"helmet,vest",snapshots\violation_20260331_185007_helmet_vest.jpg
2026-03-31T18:50:08.074922,"helmet,vest",snapshots\violation_20260331_185008_helmet_vest.jpg
2026-03-31T18:50:08.324334,"helmet,vest",snapshots\violation_20260331_185008_helmet_vest.jpg
2026-03-31T18:50:08.458517,"helmet,vest",snapshots\violation_20260331_185008_helmet_vest.jpg
2026-03-31T18:50:08.577821,"helmet,vest",snapshots\violation_20260331_185008_helmet_vest.jpg
2026-03-31T18:50:08.703716,"helmet,vest",snapshots\violation_20260331_185008_helmet_vest.jpg
2026-03-31T18:50:08.829118,"helmet,vest",snapshots\violation_20260331_185008_helmet_vest.jpg
2026-03-31T18:50:08.956432,"helmet,vest",snapshots\violation_20260331_185008_helmet_vest.jpg
2026-03-31T18:50:09.084596,"helmet,vest",snapshots\violation_20260331_185009_helmet_vest.jpg
2026-03-31T18:50:09.227908,"helmet,vest",snapshots\violation_20260331_185009_helmet_vest.jpg
2026-03-31T18:50:09.349350,"helmet,vest",snapshots\violation_20260331_185009_helmet_vest.jpg
2026-03-31T18:50:09.476199,"helmet,vest",snapshots\violation_20260331_185009_helmet_vest.jpg
2026-03-31T18:50:09.599716,"helmet,vest",snapshots\violation_20260331_185009_helmet_vest.jpg
2026-03-31T18:50:09.739005,"helmet,vest",snapshots\violation_20260331_185009_helmet_vest.jpg
2026-03-31T18:50:09.867264,"helmet,vest",snapshots\violation_20260331_185009_helmet_vest.jpg
2026-03-31T18:50:09.994230,"helmet,vest",snapshots\violation_20260331_185009_helmet_vest.jpg
2026-03-31T18:50:10.120165,"helmet,vest",snapshots\violation_20260331_185010_helmet_vest.jpg
2026-03-31T18:50:10.252174,"helmet,vest",snapshots\violation_20260331_185010_helmet_vest.jpg
2026-03-31T18:50:10.380381,"helmet,vest",snapshots\violation_20260331_185010_helmet_vest.jpg
2026-03-31T18:50:10.512392,"helmet,vest",snapshots\violation_20260331_185010_helmet_vest.jpg
2026-03-31T18:50:10.631443,"helmet,vest",snapshots\violation_20260331_185010_helmet_vest.jpg
